customer_id,date_of_birth,borough,neighborhood,zip_code,name,_rescued_data
7713.0,null,QUEENS,NORTH QUEENS,11360,"Linke, Noah",null
7715.0,11-11-2009,QUEENS,NORTHEAST QUEENS,11363,"Schreiber, Nora",null
7718.0,null,MANHATTAN,EAST HARLEM,10035,"Schäfer, Mathilda",null
7719.0,null,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Kopp, Mia",null
7720.0,null,QUEENS,JAMAICA,11433,"Walter, Aaron",null
7721.0,null,MANHATTAN,CENTRAL HARLEM,10027,"Schuster, Nils",null
7722.0,31-03-2013,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Kopp, Lea",null
7723.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Michel, Henry",null
7725.0,13-06-2006,QUEENS,WEST CENTRAL QUEENS,11385,"Roth, Ella",null
7726.0,null,BROOKLYN,NORTHWEST BROOKLYN,11231,"Schröter, Frieda",null
7727.0,null,QUEENS,WEST QUEENS,11369,"Engel, Luisa",null
7728.0,05-08-2004,MANHATTAN,CENTRAL HARLEM,10039,"Schilling, Nico",null
7729.0,11-01-1990,MANHATTAN,LOWER EAST SIDE,10003,"Kuhn, Ben",null
7730.0,01-01-1999,MANHATTAN,EAST HARLEM,10035,"Dietz, Fabian",null
7734.0,01-01-2000,BRONX,SOUTHEAST BRONX,10465,"Maier, Jan",null
7736.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Graf, Leni",null
7738.0,30-11-2005,QUEENS,JAMAICA,11436,"Roth, Clara",null
7739.0,null,QUEENS,SOUTHWEST QUEENS,11414,"Adam, Paul",null
7741.0,null,QUEENS,SOUTHEAST QUEENS,11429,"Jung, Henry",null
7743.0,null,BROOKLYN,FLATBUSH,11203,"Horn, Nico",null
7748.0,26-12-1999,MANHATTAN,EAST HARLEM,10035,"Fischer, David",null
7752.0,08-03-2003,QUEENS,ROCKAWAYS,11693,"Schäfer, Mia",null
7753.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11421,"Schröter, Mats",null
7754.0,02-01-2006,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Engel, Levi",null
7755.0,null,BRONX,CENTRAL BRONX,10453,"Sommer, Julius",null
7756.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Hartmann, Maxim",null
7757.0,null,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Lehmann, Timo",null
7758.0,12-11-2009,QUEENS,ROCKAWAYS,11691,"Frank, Ben",null
7760.0,07-12-1999,QUEENS,NORTH QUEENS,11360,"Michel, Samuel",null
7761.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Heinrichs, Niklas",null
7762.0,null,QUEENS,JAMAICA,11412,"Schütz, Lea",null
7763.0,25-08-2013,QUEENS,WEST CENTRAL QUEENS,11374,"Schmidt, Moritz",null
7767.0,null,QUEENS,NORTH QUEENS,11358,"Maier, Malte",null
7768.0,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11224,"Kaiser, Marco",null
7772.0,10-03-2013,BRONX,CENTRAL BRONX,10457,"Schmitt, Tim",null
7773.0,12-11-2008,STATEN ISLAND,SOUTH SHORE,10309,"Sommer, Paula",null
7775.0,null,MANHATTAN,CENTRAL HARLEM,10037,"Förster, Henry",null
7778.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Sauer, Ruben",null
7779.0,null,STATEN ISLAND,PORT RICHMOND,10302,"Lehmann, Luisa",null
7780.0,null,QUEENS,NORTH QUEENS,11358,"Ziegler, Dominik",null
7781.0,null,QUEENS,WEST QUEENS,11373,"Sauer, Jule",null
7782.0,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11213,"Wagner, Sebastian",null
7783.0,null,BRONX,NORTHEAST BRONX,10466,"Braun, Tobias",null
7784.0,null,BROOKLYN,BOROUGH PARK,11218,"Koch, Luca",null
7785.0,05-10-2003,QUEENS,NORTHWEST QUEENS,11103,"Jäger, Felix",null
7786.0,null,QUEENS,NORTH QUEENS,11356,"Möller, Elias",null
7787.0,null,MANHATTAN,LOWER MANHATTAN,10006,"Weber, Lisa",null
7788.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Schilling, Mathilda",null
7790.0,null,QUEENS,WEST QUEENS,11369,"Voelker, Vincent",null
7793.0,02-05-2016,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Lorenz, Jan",null
7796.0,null,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Maier, Collin",null
7797.0,null,BROOKLYN,NORTHWEST BROOKLYN,11205,"Schulz, Jan",null
7798.0,null,MANHATTAN,CENTRAL HARLEM,10039,"Barth, Emilia",null
7799.0,02-04-2008,QUEENS,ROCKAWAYS,11697,"Weiß, Pauline",null
7800.0,05-10-2001,BRONX,NORTHEAST BRONX,10469,"Schmid, Pascal",null
7801.0,null,QUEENS,NORTHEAST QUEENS,11362,"Martens, Samuel",null
7802.0,null,STATEN ISLAND,PORT RICHMOND,10303,"Adam, Antonia",null
7803.0,null,QUEENS,ROCKAWAYS,11693,"Linke, Henry",null
7804.0,null,BROOKLYN,NORTHWEST BROOKLYN,11231,"Barth, Collin",null
7805.0,null,BROOKLYN,SUNSET PARK,11232,"Peters, Greta",null
7806.0,null,STATEN ISLAND,PORT RICHMOND,10302,"Vogel, Luis",null
7807.0,null,BRONX,CENTRAL BRONX,10457,"Jäger, Anna",null
7808.0,null,BRONX,NORTHEAST BRONX,10470,"Langer, Ella",null
7809.0,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Seidel, Carlotta",null
7811.0,null,QUEENS,SOUTHEAST QUEENS,11429,"Richter, Hanna",null
7813.0,null,BROOKLYN,SUNSET PARK,11220,"Schäfer, Marlene",null
7814.0,null,QUEENS,SOUTHEAST QUEENS,11413,"Kuhnert, Henry",null
7815.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Weiß, Victoria",null
7816.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10280,"Hofmann, Ella",null
7817.0,null,MANHATTAN,LOWER MANHATTAN,10004,"Möller, Luca",null
7818.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Martens, Emilia",null
7819.0,null,QUEENS,JAMAICA,11432,"Müller, Johannes",null
7820.0,null,QUEENS,WEST QUEENS,11378,"Frank, David",null
7821.0,null,QUEENS,NORTHEAST QUEENS,11362,"Braun, Moritz",null
7822.0,null,QUEENS,WEST QUEENS,11372,"Wirth, Luca",null
7823.0,null,QUEENS,CENTRAL QUEENS,11366,"Wagner, Emma",null
7825.0,null,QUEENS,ROCKAWAYS,11694,"Langer, Melina",null
7826.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Stephan, Ruben",null
7827.0,null,MANHATTAN,LOWER MANHATTAN,10004,"Richter, Simon",null
7828.0,null,QUEENS,ROCKAWAYS,11693,"Schröder, Johanna",null
7829.0,01-01-2000,QUEENS,ROCKAWAYS,11695,"Schröder, Carlotta",null
7830.0,null,MANHATTAN,UPPER WEST SIDE,10025,"Voigt, Lara",null
7833.0,null,QUEENS,JAMAICA,11433,"Weber, Dennis",null
7834.0,null,QUEENS,NORTHEAST QUEENS,11362,"Krüger, Henry",null
7835.0,15-11-2010,BROOKLYN,BOROUGH PARK,11230,"Krämer, Charlotte",null
7836.0,01-01-2000,QUEENS,WEST CENTRAL QUEENS,11379,"Böhm, Fabian",null
7837.0,null,QUEENS,WEST QUEENS,11369,"Schäfer, Mats",null
7838.0,12-11-2010,QUEENS,NORTHEAST QUEENS,11361,"Wagner, Tim",null
7839.0,null,BRONX,NORTHEAST BRONX,10469,"Kuhn, Linus",null
7840.0,null,QUEENS,WEST QUEENS,11372,"Schwarz, Paul",null
7841.0,01-01-1999,BRONX,SOUTHEAST BRONX,10462,"Seidel, Frieda",null
7842.0,null,MANHATTAN,EAST HARLEM,10035,"Weber, Elias",null
7843.0,25-02-1999,QUEENS,NORTHWEST QUEENS,11102,"Schäfer, Theo",null
7844.0,null,MANHATTAN,UPPER WEST SIDE,10024,"Wolf, Alina",null
7845.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Schilling, Tim",null
7846.0,null,QUEENS,NORTHWEST QUEENS,11106,"Heinrich, Mia",null
7847.0,null,QUEENS,NORTHWEST QUEENS,11106,"Klein, Dennis",null
7848.0,null,STATEN ISLAND,SOUTH SHORE,10306,"Schulz, Johanna",null
7849.0,null,MANHATTAN,LOWER MANHATTAN,10005,"Möller, Henry",null
7850.0,null,QUEENS,WEST QUEENS,11370,"Walter, Jan",null
7851.0,01-01-2000,QUEENS,CENTRAL QUEENS,11367,"Huber, Emil",null
7852.0,14-05-2015,BROOKLYN,BOROUGH PARK,11204,"Koch, Luis",null
7853.0,null,QUEENS,SOUTHEAST QUEENS,11429,"Kaiser, Ella",null
7854.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Schütz, Sofia",null
7855.0,null,BROOKLYN,BOROUGH PARK,11219,"Günther, Katharina",null
7856.0,null,STATEN ISLAND,SOUTH SHORE,10309,"Lange, Aaron",null
7857.0,01-01-2010,QUEENS,CENTRAL QUEENS,11366,"Voigt, Ben",null
7858.0,null,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Lange, Mathilda",null
7859.0,null,BROOKLYN,CENTRAL BROOKLYN,11238,"Schröder, Luca",null
7860.0,null,BROOKLYN,SUNSET PARK,11232,"Meyer, Ole",null
7861.0,null,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Lehmann, Alexander",null
7863.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11422,"Dietrich, Mia",null
7864.0,null,QUEENS,NORTH QUEENS,11354,"Lorenz, Sarah",null
7865.0,null,MANHATTAN,LOWER EAST SIDE,10002,"Michel, Peer",null
7866.0,22-12-2002,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Schmidt, Lisa",null
7867.0,05-01-2004,BROOKLYN,CENTRAL BROOKLYN,11212,"Arnold, Theo",null
7868.0,null,QUEENS,ROCKAWAYS,11693,"Heinrichs, Jonas",null
7870.0,null,BRONX,CENTRAL BRONX,10457,"Frank, Ronja",null
7871.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Neumann, Sarah",null
7872.0,13-07-2005,QUEENS,NORTHWEST QUEENS,11101,"Weiß, Collin",null
7873.0,12-11-2010,MANHATTAN,CHELSEA AND CLINTON,10018,"Martens, Finn",null
7874.0,null,BRONX,SOUTHEAST BRONX,10473,"Otto, Hannes",null
7875.0,null,BROOKLYN,BOROUGH PARK,11204,"Krüger, Paul",null
7876.0,null,BRONX,CENTRAL BRONX,10460,"Brandt, Jakob",null
7877.0,null,QUEENS,CENTRAL QUEENS,11365,"Schwarz, Lea",null
7878.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10304,"Beck, Linus",null
7879.0,16-08-2008,QUEENS,WEST QUEENS,11372,"Lange, Lotta",null
7880.0,null,QUEENS,SOUTHEAST QUEENS,11427,"Schuster, Jan",null
7881.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Klein, David",null
7882.0,null,MANHATTAN,LOWER MANHATTAN,10280,"Kaiser, Tom",null
7883.0,null,QUEENS,NORTHWEST QUEENS,11104,"Kuhnert, Marco",null
7884.0,null,BRONX,NORTHEAST BRONX,10469,"Schneider, Vincent",null
7885.0,null,STATEN ISLAND,SOUTH SHORE,10307,"Schmitt, Leni",null
7886.0,19-05-2011,BROOKLYN,SOUTHERN BROOKLYN,11235,"Berger, Pauline",null
7887.0,01-01-1999,BRONX,BRONX PARK AND FORDHAM,10458,"Kuhnert, Noah",null
7888.0,13-11-2009,MANHATTAN,LOWER MANHATTAN,10004,"Weber, Julian",null
7889.0,null,QUEENS,SOUTHWEST QUEENS,11416,"Michel, Julius",null
7890.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Paul, Emil",null
7893.0,null,QUEENS,SOUTHWEST QUEENS,11418,"Scholz, Mia",null
7894.0,01-01-1999,null,null,null,"Schmid, Laurin",null
7895.0,null,BRONX,CENTRAL BRONX,10460,"Richter, Aaron",null
7896.0,null,BRONX,SOUTHEAST BRONX,10472,"Busch, Simon",null
7897.0,null,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Winkler, Katharina",null
7898.0,04-10-2010,BROOKLYN,SUNSET PARK,11232,"Linke, Clara",null
7899.0,01-01-1999,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Schulz, Maxim",null
7900.0,null,QUEENS,NORTHEAST QUEENS,11363,"Heinrich, Sebastian",null
7901.0,null,QUEENS,NORTHEAST QUEENS,11362,"Heinrichs, Luis",null
7902.0,null,QUEENS,NORTHEAST QUEENS,11361,"Hofmann, Leni",null
7903.0,null,QUEENS,NORTHWEST QUEENS,11104,"Horn, Ruben",null
7904.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Dietrich, Maxim",null
7905.0,null,QUEENS,NORTH QUEENS,11356,"Huber, Kilian",null
7906.0,null,QUEENS,NORTHWEST QUEENS,11106,"Becker, Leon",null
7909.0,null,BROOKLYN,CENTRAL BROOKLYN,11233,"Schütz, Luisa",null
7910.0,01-01-2000,MANHATTAN,UPPER WEST SIDE,10025,"Krämer, Luca",null
7915.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Schmid, Nils",null
7917.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11418,"Kühn, Jonathan",null
7918.0,null,BROOKLYN,CENTRAL BROOKLYN,11233,"Seidel, Ben",null
7921.0,01-01-2000,QUEENS,JAMAICA,11423,"Schulz, Leni",null
7923.0,null,BROOKLYN,FLATBUSH,11203,"Lehmann, Paula",null
7924.0,null,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Hahn, Marlene",null
7925.0,null,BROOKLYN,FLATBUSH,11225,"Koch, Tom",null
7927.0,null,MANHATTAN,LOWER MANHATTAN,10280,"Schwarz, Antonia",null
7928.0,null,BROOKLYN,GREENPOINT,11211,"Hofmann, Luna",null
7929.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Schmidt, Samuel",null
7930.0,01-01-2000,MANHATTAN,CENTRAL HARLEM,10030,"Kuhnert, Vincent",null
7931.0,02-06-1995,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Heinrich, Marco",null
7932.0,null,QUEENS,WEST QUEENS,11372,"Lang, Melina",null
7933.0,null,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Walter, Oskar",null
7934.0,null,MANHATTAN,LOWER EAST SIDE,10009,"Kuhn, Noah",null
7935.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11420,"Roth, Noah",null
7936.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10312,"Horn, Moritz",null
7937.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Böhm, Anton",null
7938.0,27-08-2000,QUEENS,ROCKAWAYS,11697,"Schwarz, Elias",null
7939.0,null,QUEENS,WEST CENTRAL QUEENS,11379,"Weiß, Maxim",null
7940.0,12-08-1991,BROOKLYN,BOROUGH PARK,11219,"Scholten, Nele",null
7941.0,null,BRONX,BRONX PARK AND FORDHAM,10468,"Berger, Charlotte",null
7942.0,null,BROOKLYN,SOUTHERN BROOKLYN,11229,"Lange, Adrian",null
7943.0,null,STATEN ISLAND,SOUTH SHORE,10307,"Koch, Ben",null
7944.0,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11238,"Fuchs, Lea",null
7946.0,null,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Klein, Erik",null
7947.0,22-06-2008,MANHATTAN,LOWER MANHATTAN,10004,"Schilling, Malte",null
7949.0,01-01-2000,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Schneider, Laurin",null
7950.0,null,MANHATTAN,CENTRAL HARLEM,10026,"Freitag, Elisa",null
7951.0,01-01-1999,BRONX,CENTRAL BRONX,10460,"Schuster, Fabian",null
7952.0,01-01-2000,BRONX,SOUTHEAST BRONX,10473,"Voigt, Lotta",null
7953.0,05-03-2006,BRONX,CENTRAL BRONX,10453,"Stark, Alexander",null
7954.0,null,QUEENS,CENTRAL QUEENS,11366,"Martens, Carlotta",null
7955.0,null,QUEENS,JAMAICA,11434,"Simon, Dennis",null
7956.0,01-01-2000,QUEENS,CENTRAL QUEENS,11367,"Dietrich, Peer",null
7957.0,03-04-1971,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Heinrichs, Timo",null
7962.0,null,QUEENS,ROCKAWAYS,11692,"Möller, Sofia",null
7963.0,null,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Stark, Pascal",null
7964.0,01-01-2005,QUEENS,NORTH QUEENS,11356,"Huber, Charlotte",null
7965.0,null,STATEN ISLAND,PORT RICHMOND,10302,"Zimmermann, Adrian",null
7966.0,01-01-1999,QUEENS,ROCKAWAYS,11692,"Schäfer, Jan",null
7967.0,null,BROOKLYN,CENTRAL BROOKLYN,11233,"Koch, Elias",null
7968.0,null,QUEENS,JAMAICA,11423,"Klein, Mathilda",null
7972.0,16-05-2010,BROOKLYN,CENTRAL BROOKLYN,11212,"Frank, Emilia",null
7974.0,null,QUEENS,JAMAICA,11432,"Roth, Linus",null
7975.0,01-01-2000,QUEENS,NORTH QUEENS,11358,"Förster, Simon",null
7976.0,16-05-2005,QUEENS,NORTH QUEENS,11354,"Keller, Collin",null
7978.0,null,QUEENS,SOUTHEAST QUEENS,11005,"Kühn, Simon",null
7979.0,null,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Schröder, Emil",null
7980.0,01-01-2000,BROOKLYN,BOROUGH PARK,11218,"Martens, Julian",null
7981.0,01-01-2000,STATEN ISLAND,MID-ISLAND,10314,"Keller, Amelie",null
7982.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10005,"Winkler, Helene",null
7983.0,null,BRONX,SOUTHEAST BRONX,10464,"Roth, Collin",null
7984.0,null,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Förster, Tom",null
7985.0,02-04-1996,QUEENS,ROCKAWAYS,11694,"Simon, Amelie",null
7986.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Hartmann, Levi",null
7987.0,null,MANHATTAN,UPPER WEST SIDE,10024,"Braun, Emilia",null
7988.0,null,STATEN ISLAND,PORT RICHMOND,10302,"Ludwig, Mia",null
7989.0,null,QUEENS,WEST QUEENS,11369,"Krüger, Victoria",null
7990.0,null,QUEENS,NORTHWEST QUEENS,11103,"Michel, Luisa",null
7992.0,null,BRONX,NORTHEAST BRONX,10469,"Schneider, Hannes",null
7993.0,null,QUEENS,WEST QUEENS,11368,"Fischer, Mats",null
7994.0,01-01-2000,QUEENS,ROCKAWAYS,11693,"Fischer, Paul",null
7995.0,null,BRONX,BRONX PARK AND FORDHAM,10467,"Paul, Florian",null
7996.0,null,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Hahn, Johannes",null
7998.0,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Berger, Vincent",null
7999.0,null,BROOKLYN,BOROUGH PARK,11219,"Heinrich, Victoria",null
8000.0,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10458,"Bauer, Alina",null
8001.0,null,MANHATTAN,LOWER EAST SIDE,10009,"Wolf, Nora",null
8003.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Schulz, Laurin",null
8004.0,null,MANHATTAN,CHELSEA AND CLINTON,10020,"Kopp, Jakob",null
8005.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Schmid, Hanna",null
8006.0,01-01-2000,BRONX,CENTRAL BRONX,10457,"Barth, Kilian",null
8008.0,09-05-1993,QUEENS,WEST QUEENS,11378,"Paul, Ole",null
8009.0,15-07-2009,BRONX,BRONX PARK AND FORDHAM,10458,"Schröder, Hanna",null
8010.0,04-04-1999,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Ludwig, Fabian",null
8011.0,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10018,"Winkler, Melina",null
8012.0,01-01-2000,QUEENS,WEST QUEENS,11368,"Schwarz, Erik",null
8013.0,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10467,"Paul, Lisa",null
8014.0,21-07-2010,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Schuster, Lennard",null
8015.0,null,QUEENS,WEST QUEENS,11378,"Braun, Marco",null
8016.0,01-01-2000,BRONX,SOUTHEAST BRONX,10465,"Koch, Paul",null
8018.0,null,MANHATTAN,CHELSEA AND CLINTON,10019,"Sauer, Leni",null
8019.0,null,MANHATTAN,LOWER MANHATTAN,10004,"Köhler, Niklas",null
8020.0,01-01-2000,BRONX,SOUTHEAST BRONX,10464,"Simon, Mathilda",null
8022.0,null,QUEENS,NORTH QUEENS,11355,"Winkler, Luis",null
8023.0,null,QUEENS,NORTH QUEENS,11354,"Fuchs, Leni",null
8024.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10308,"Stark, Anna",null
8025.0,null,STATEN ISLAND,SOUTH SHORE,10306,"Koch, Felix",null
8026.0,null,MANHATTAN,LOWER MANHATTAN,10006,"Schilling, Victoria",null
8027.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Zimmermann, Frieda",null
8030.0,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10468,"Wolf, Leni",null
8031.0,null,BROOKLYN,BOROUGH PARK,11219,"Neumann, Julian",null
8034.0,null,MANHATTAN,LOWER EAST SIDE,10003,"Hofmann, Tim",null
8039.0,null,MANHATTAN,UPPER EAST SIDE,10021,"Wirth, Timo",null
8040.0,null,QUEENS,NORTHEAST QUEENS,11362,"Barth, Vincent",null
8041.0,01-01-2000,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Scholz, Jonas",null
8042.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10306,"Kuhnert, Alexander",null
8043.0,null,QUEENS,JAMAICA,11423,"Lehmann, Hannes",null
8044.0,01-01-2000,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Schuster, Sofia",null
8045.0,01-01-2014,MANHATTAN,CENTRAL HARLEM,10026,"Wirth, Leni",null
8046.0,null,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Schuster, Nele",null
8047.0,null,MANHATTAN,LOWER EAST SIDE,10003,"Hoffmann, Simon",null
8048.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11362,"Weber, Ben",null
8051.0,null,QUEENS,ROCKAWAYS,11697,"Albrecht, Pascal",null
8052.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Köhler, Jule",null
8053.0,null,QUEENS,SOUTHEAST QUEENS,11411,"Müller, Nils",null
8060.0,null,QUEENS,JAMAICA,11436,"Heinrichs, Mats",null
8061.0,18-10-2003,MANHATTAN,UPPER WEST SIDE,10024,"Albrecht, Peer",null
8062.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10309,"Adam, Niklas",null
8063.0,01-01-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Hofmann, Elisa",null
8064.0,null,MANHATTAN,LOWER MANHATTAN,10038,"Seidel, Nils",null
8065.0,null,MANHATTAN,LOWER EAST SIDE,10002,"Roth, Luisa",null
8066.0,01-01-2000,BROOKLYN,FLATBUSH,11210,"Richter, Anna",null
8067.0,09-03-2015,MANHATTAN,CHELSEA AND CLINTON,10001,"Heinrichs, Alina",null
8068.0,01-01-2000,STATEN ISLAND,PORT RICHMOND,10310,"Voelker, Hanna",null
8069.0,01-01-2000,QUEENS,WEST QUEENS,11378,"Barth, Hannes",null
8070.0,null,QUEENS,WEST QUEENS,11378,"Klein, Felix",null
8071.0,01-01-1999,QUEENS,NORTHEAST QUEENS,11361,"Köhler, Florian",null
8072.0,null,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Arnold, Sebastian",null
8073.0,23-01-2014,STATEN ISLAND,PORT RICHMOND,10310,"Fuchs, Helene",null
8074.0,null,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Bauer, Victoria",null
8075.0,null,MANHATTAN,LOWER MANHATTAN,10006,"Dietrich, Philipp",null
8076.0,01-01-1980,MANHATTAN,GREENWICH VILLAGE AND SOHO,10012,"Kopp, Mats",null
8077.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Schütz, Philipp",null
8078.0,null,QUEENS,SOUTHWEST QUEENS,11417,"Martens, Mia",null
8081.0,null,BRONX,SOUTHEAST BRONX,10473,"Lang, Erik",null
8082.0,null,QUEENS,WEST CENTRAL QUEENS,11379,"Schuster, Ella",null
8083.0,null,QUEENS,SOUTHEAST QUEENS,11004,"Schäfer, Luis",null
8084.0,null,BRONX,CENTRAL BRONX,10457,"Langer, Dennis",null
8085.0,null,MANHATTAN,CENTRAL HARLEM,10026,"Schmid, Timo",null
8086.0,01-01-1999,QUEENS,SOUTHWEST QUEENS,11420,"Schütz, Collin",null
8091.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10007,"Keller, Paula",null
8092.0,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Richter, Timo",null
8094.0,null,QUEENS,NORTH QUEENS,11355,"Horn, Alina",null
8095.0,null,BROOKLYN,NORTHWEST BROOKLYN,11215,"Kopp, Aaron",null
8096.0,23-11-2004,QUEENS,NORTH QUEENS,11357,"Heinrich, Philipp",null
8097.0,null,STATEN ISLAND,PORT RICHMOND,10310,"Zimmermann, Jakob",null
8098.0,01-01-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Langer, Jule",null
8099.0,null,QUEENS,SOUTHWEST QUEENS,11420,"Klein, Alina",null
8100.0,null,MANHATTAN,LOWER MANHATTAN,10280,"Stark, Marlene",null
8101.0,01-01-2000,STATEN ISLAND,MID-ISLAND,10314,"Otto, Paul",null
8102.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10309,"Albrecht, Anton",null
8104.0,12-11-2014,BROOKLYN,CENTRAL BROOKLYN,11216,"Ludwig, Anton",null
8105.0,01-04-2002,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Jäger, Antonia",null
8106.0,01-01-1999,BROOKLYN,CENTRAL BROOKLYN,11213,"Ludwig, Sofia",null
8107.0,11-01-2007,MANHATTAN,LOWER MANHATTAN,10005,"Adam, Oskar",null
8110.0,null,MANHATTAN,CENTRAL HARLEM,10026,"Voigt, Johannes",null
8111.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Lehmann, Florian",null
8112.0,null,STATEN ISLAND,PORT RICHMOND,10303,"Becker, Marie",null
8113.0,null,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Schröter, Alexander",null
8114.0,null,MANHATTAN,CENTRAL HARLEM,10027,"Hoffmann, Nele",null
8115.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11364,"Schröter, Melina",null
8117.0,null,QUEENS,ROCKAWAYS,11694,"Hartmann, Adrian",null
8118.0,null,QUEENS,ROCKAWAYS,11697,"Huber, Ronja",null
8119.0,null,QUEENS,SOUTHWEST QUEENS,11417,"Schmid, Sarah",null
8120.0,null,QUEENS,WEST QUEENS,11368,"Schäfer, Ole",null
8121.0,01-01-2000,MANHATTAN,LOWER EAST SIDE,10002,"Richter, Marco",null
8122.0,null,MANHATTAN,CHELSEA AND CLINTON,10019,"Lehmann, Lea",null
8123.0,null,QUEENS,NORTHEAST QUEENS,11361,"Schuster, Charlotte",null
