customer_id,date_of_birth,borough,neighborhood,zip_code,first_name,last_name
6656,2014-10-02,manhattan,UPPER EAST SIDE,10065, Mila,Richter
6657,1999-01-08,queens,JAMAICA,11432, Anna,Dietz
6659,null,queens,WEST QUEENS,11373, Sarah,Wagner
6661,2004-07-26,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Theo,Adam
6662,null,manhattan,CHELSEA AND CLINTON,10001, Antonia,Weiß
6663,null,queens,NORTH QUEENS,11358, Lisa,Koch
6666,2000-01-01,manhattan,CHELSEA AND CLINTON,10001, Clara,Lang
6667,2000-01-01,brooklyn,SOUTHWEST BROOKLYN,11214, Luca,Barth
6668,null,bronx,SOUTHEAST BRONX,10461, Dominik,Graf
6670,2006-07-06,manhattan,LOWER MANHATTAN,10006, Sebastian,Stephan
6678,2000-01-01,staten island,SOUTH SHORE,10308, Amelie,Scholz
6686,2000-01-01,manhattan,CENTRAL HARLEM,10027, Alina,Lange
6690,2000-01-01,queens,JAMAICA,11434, Maximilian,Otto
6691,2000-01-01,manhattan,UPPER WEST SIDE,10025, Hannes,Stark
6693,2000-01-01,staten island,PORT RICHMOND,10302, Greta,Fischer
6694,null,queens,WEST QUEENS,11372, Emma,Sommer
6700,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10010, Alina,Schilling
6703,2000-01-01,manhattan,LOWER EAST SIDE,10009, Lennard,Engel
6705,null,manhattan,INWOOD AND WASHINGTON HEIGHTS,10034, Adrian,Stephan
6707,2000-01-01,bronx,NORTHEAST BRONX,10470, Nico,Schneider
6712,2012-10-03,brooklyn,SOUTHERN BROOKLYN,11224, Johannes,Frank
6713,2011-06-22,queens,NORTH QUEENS,11357, Emma,Schröder
6718,1994-08-16,manhattan,LOWER MANHATTAN,10007, Timo,Albrecht
6719,2010-05-06,queens,WEST QUEENS,11369, Luca,Keller
6724,null,queens,NORTHWEST QUEENS,11103, Johanna,Maier
6725,null,bronx,BRONX PARK AND FORDHAM,10458, Niklas,Sauer
6727,null,queens,WEST CENTRAL QUEENS,11374, Dominik,Schmitt
6730,2706-01-01,manhattan,UPPER EAST SIDE,10021, Timo,Meyer
6731,null,manhattan,INWOOD AND WASHINGTON HEIGHTS,10031, Clara,Schröder
6732,null,queens,JAMAICA,11423, Maximilian,Maier
6733,2016-01-18,queens,SOUTHEAST QUEENS,11427, Maxim,Schmitt
6734,null,manhattan,LOWER EAST SIDE,10002, Lennard,Fuchs
6735,2010-05-19,brooklyn,EAST NEW YORK AND NEW LOTS,11207, Moritz,Kaiser
6736,2003-05-14,queens,SOUTHEAST QUEENS,11429, Tom,Scholten
6740,2000-01-01,queens,CENTRAL QUEENS,11367, Elias,Heinrichs
6741,2000-01-01,queens,SOUTHEAST QUEENS,11411, Victoria,Schmidt
6744,2000-01-01,manhattan,EAST HARLEM,10029, Levi,Kopp
6745,null,brooklyn,BOROUGH PARK,11204, Samuel,Groß
6746,2000-01-01,manhattan,CENTRAL HARLEM,10037, Ruben,Schröter
6749,2010-08-09,bronx,SOUTHEAST BRONX,10465, Luna,Schütz
6750,1999-01-01,manhattan,UPPER EAST SIDE,10128, Julian,Hahn
6751,2000-01-01,manhattan,INWOOD AND WASHINGTON HEIGHTS,10034, Emilia,Müller
6756,2000-01-01,queens,CENTRAL QUEENS,11367, Lotta,Arnold
6759,null,brooklyn,CENTRAL BROOKLYN,11212, Elias,Huber
6760,null,queens,SOUTHWEST QUEENS,11416, Florian,Otto
6761,2000-01-01,queens,NORTHEAST QUEENS,11362, David,Müller
6763,null,queens,NORTH QUEENS,11360, Jonathan,Martens
6764,2000-01-01,manhattan,LOWER MANHATTAN,10038, Charlotte,Kopp
6771,null,queens,NORTHEAST QUEENS,11363, Moritz,Förster
6772,null,queens,JAMAICA,11432, Kilian,Weber
6777,2010-11-12,queens,NORTH QUEENS,11359, Emilia,Roth
6778,null,manhattan,CENTRAL HARLEM,10026, Anton,Vogel
6780,2012-06-11,bronx,HUNTS POINT AND MOTT HAVEN,10459, Mia,Schütz
6785,1999-01-01,staten island,SOUTH SHORE,10307, Nora,Roth
6790,2005-12-18,brooklyn,NORTHWEST BROOKLYN,11201, Johanna,Schmitt
6792,2008-01-05,queens,SOUTHEAST QUEENS,11428, Jule,Weiß
6796,2005-11-20,queens,ROCKAWAYS,11694, Emilia,Scholten
6797,null,brooklyn,SOUTHWEST BROOKLYN,11209, Simon,Fischer
6798,2010-02-02,brooklyn,CENTRAL BROOKLYN,11238, Jan,Schröter
6803,2000-01-01,brooklyn,CENTRAL BROOKLYN,11213, Felix,Vogel
6804,2012-03-18,brooklyn,FLATBUSH,11210, Philipp,Brandt
6806,2000-01-01,queens,SOUTHWEST QUEENS,11416, Dominik,Sauer
6807,null,bronx,NORTHEAST BRONX,10475, Theo,Schwarz
6813,null,queens,WEST QUEENS,11369, Anton,Otto
6814,2000-01-01,bronx,SOUTHEAST BRONX,10465, Amelie,Albrecht
6815,null,queens,ROCKAWAYS,11694, Luisa,Scholten
6816,null,manhattan,GRAMERCY PARK AND MURRAY HILL,10016, Helene,Schilling
6821,2010-02-02,manhattan,LOWER MANHATTAN,10038, Mila,Jung
6824,null,manhattan,UPPER EAST SIDE,10044, Frieda,Heinrichs
6826,2011-04-11,manhattan,LOWER MANHATTAN,10004, Noah,Jäger
6828,1999-01-01,manhattan,CENTRAL HARLEM,10030, Lennard,Huber
6831,null,brooklyn,NORTHWEST BROOKLYN,11217, Kilian,Weiß
6832,null,brooklyn,CENTRAL BROOKLYN,11212, Lina,Stephan
6833,null,bronx,NORTHEAST BRONX,10475, Jan,Scholten
6834,2004-05-12,brooklyn,CANARSIE AND FLATLANDS,11234, Ronja,Maier
6838,2010-12-20,bronx,BRONX PARK AND FORDHAM,10468, Tobias,Zimmermann
6839,null,queens,NORTH QUEENS,11360, Emilia,Heinrichs
6840,2000-01-01,manhattan,INWOOD AND WASHINGTON HEIGHTS,10031, Luisa,Voigt
6845,null,queens,WEST CENTRAL QUEENS,11385, Sofia,Richter
6851,null,queens,SOUTHWEST QUEENS,11415, Nils,Schäfer
6854,null,queens,SOUTHEAST QUEENS,11413, Victoria,Koch
6855,2000-01-01,queens,NORTHWEST QUEENS,11105, Lina,Schäfer
6856,null,brooklyn,CANARSIE AND FLATLANDS,11239, Lotta,Klein
6857,2005-05-16,brooklyn,BOROUGH PARK,11230, Frieda,Brandt
6858,null,brooklyn,BUSHWICK AND WILLIAMSBURG,11237, Nils,Keller
6866,2009-05-31,brooklyn,CANARSIE AND FLATLANDS,11234, Elias,Schreiber
6870,null,manhattan,LOWER MANHATTAN,10005, Marco,Otto
6872,null,brooklyn,SOUTHWEST BROOKLYN,11228, Fabian,Engel
6877,null,queens,WEST CENTRAL QUEENS,11379, Adrian,Jung
6880,2015-08-11,manhattan,CENTRAL HARLEM,10039, Jonas,Dietrich
6884,null,queens,SOUTHEAST QUEENS,11429, Ronja,Engel
6887,2000-01-01,brooklyn,BOROUGH PARK,11204, Elias,Walter
6888,null,manhattan,CENTRAL HARLEM,10026, Linus,Michel
6890,2000-02-05,queens,CENTRAL QUEENS,11365, Noah,Lang
6892,null,brooklyn,SOUTHERN BROOKLYN,11224, Luna,Peters
6894,null,brooklyn,SUNSET PARK,11232, Maxim,Schreiber
6895,null,manhattan,LOWER MANHATTAN,10038, Lotta,Albrecht
6899,null,manhattan,LOWER EAST SIDE,10003, Katharina,Berger
6902,null,queens,NORTHWEST QUEENS,11106, Luis,Lorenz
6904,null,bronx,SOUTHEAST BRONX,10464, Florian,Jäger
6907,null,bronx,CENTRAL BRONX,10453, Theo,Wagner
6908,null,bronx,SOUTHEAST BRONX,10473, Melina,Simon
6909,null,queens,WEST QUEENS,11378, Dominik,Köhler
6912,null,brooklyn,CENTRAL BROOKLYN,11212, Erik,Zimmermann
6914,2000-01-01,brooklyn,SOUTHERN BROOKLYN,11235, Theo,Neumann
6918,2000-01-01,queens,JAMAICA,11433, Johanna,Reuter
6921,2000-01-01,queens,SOUTHWEST QUEENS,11416, Paula,Sauer
6923,1999-01-01,bronx,CENTRAL BRONX,10457, Theo,Busch
6924,2000-01-01,staten island,STAPLETON AND ST. GEORGE,10301, Marie,Kaiser
6927,null,brooklyn,SOUTHWEST BROOKLYN,11214, Fabian,Krämer
6929,null,brooklyn,SOUTHERN BROOKLYN,11224, Dominik,Lang
6930,2000-01-01,staten island,STAPLETON AND ST. GEORGE,10304, Nils,Stephan
6932,null,manhattan,EAST HARLEM,10029, Aaron,Reuter
6935,2012-08-22,bronx,HUNTS POINT AND MOTT HAVEN,10454, Katharina,Maier
6937,2000-01-01,queens,NORTH QUEENS,11358, Dominik,Albrecht
6938,2000-03-28,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Anton,Schröder
6939,2009-11-12,manhattan,CHELSEA AND CLINTON,10036, Julian,Schulz
6941,2000-01-01,brooklyn,SUNSET PARK,11232, Katharina,Becker
6943,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10016, Fabian,Wagner
6944,2000-01-01,queens,NORTH QUEENS,11355, Theo,Meyer
6945,2005-08-03,manhattan,GREENWICH VILLAGE AND SOHO,10012, Luisa,Frank
6946,1984-05-26,bronx,SOUTHEAST BRONX,10465, Ella,Simon
6947,2014-11-12,bronx,HIGH BRIDGE AND MORRISANIA,10452, Felix,Heinrichs
6950,null,manhattan,UPPER EAST SIDE,10075, Tom,Becker
6951,2014-04-05,manhattan,UPPER EAST SIDE,10044, Elisa,Köhler
6955,null,brooklyn,BUSHWICK AND WILLIAMSBURG,11237, Leon,Lang
6956,null,bronx,BRONX PARK AND FORDHAM,10468, Julian,Freitag
6959,null,queens,NORTH QUEENS,11356, Alina,Huber
6960,null,bronx,HUNTS POINT AND MOTT HAVEN,10455, Paula,Zimmermann
6962,2004-02-18,queens,WEST QUEENS,11377, Luca,Paul
6963,2008-05-19,manhattan,UPPER EAST SIDE,10075, Anton,Schütz
6964,null,staten island,STAPLETON AND ST. GEORGE,10304, Jonathan,Michel
6965,2004-05-12,bronx,HUNTS POINT AND MOTT HAVEN,10474, Erik,Beck
6969,2000-01-01,staten island,SOUTH SHORE,10308, Collin,Wagner
6970,2015-12-10,brooklyn,CENTRAL BROOKLYN,11233, Peer,Keller
6971,1990-04-12,bronx,HIGH BRIDGE AND MORRISANIA,10452, Felix,Wagner
6972,null,queens,JAMAICA,11434, Ruben,Stark
6974,null,queens,WEST QUEENS,11368, Julian,Graf
6976,2000-01-01,brooklyn,FLATBUSH,11210, Jonathan,Stephan
6978,null,staten island,STAPLETON AND ST. GEORGE,10305, Paul,Ludwig
6980,2013-02-07,bronx,HUNTS POINT AND MOTT HAVEN,10455, Jonathan,Albrecht
6983,null,queens,ROCKAWAYS,11694, Marco,Maier
6984,null,queens,ROCKAWAYS,11693, Jonas,Frank
6985,2000-02-05,queens,ROCKAWAYS,11692, Laurin,Becker
6989,null,queens,WEST QUEENS,11369, Moritz,Dietz
6991,null,queens,SOUTHEAST QUEENS,11004, Lara,Lehmann
7002,2000-01-01,bronx,SOUTHEAST BRONX,10461, Erik,Möller
7003,null,queens,WEST CENTRAL QUEENS,11379, Theo,Klein
7006,1999-01-01,queens,SOUTHWEST QUEENS,11415, Ben,Werner
7007,null,staten island,STAPLETON AND ST. GEORGE,10301, Paul,Ziegler
7010,2000-01-01,brooklyn,SOUTHWEST BROOKLYN,11228, Frieda,Schneider
7012,2008-08-15,manhattan,UPPER WEST SIDE,10025, Tim,Werner
7013,1999-01-01,manhattan,CHELSEA AND CLINTON,10011, Dominik,Wagner
7014,1999-01-01,brooklyn,NORTHWEST BROOKLYN,11217, Hannes,Günther
7016,1999-01-01,brooklyn,EAST NEW YORK AND NEW LOTS,11207, Nele,Fuchs
7017,null,staten island,SOUTH SHORE,10306, Mathilda,Richter
7018,null,staten island,MID-ISLAND,10314, Lara,Meyer
7019,2001-06-01,bronx,SOUTHEAST BRONX,10473, Tobias,Dietrich
7021,null,manhattan,CHELSEA AND CLINTON,10001, Aaron,Schwarz
7023,null,queens,CENTRAL QUEENS,11366, Marco,Krämer
7024,null,queens,SOUTHEAST QUEENS,11413, Emma,Kopp
7025,2000-01-01,staten island,STAPLETON AND ST. GEORGE,10301, Tom,Schilling
7026,2013-08-09,queens,SOUTHWEST QUEENS,11415, Lea,Braun
7028,null,queens,NORTHWEST QUEENS,11104, Alina,Hartmann
7030,null,queens,NORTHWEST QUEENS,11101, Noah,Möller
7031,2000-01-01,queens,JAMAICA,11434, Marco,Huber
7034,2010-12-27,brooklyn,SOUTHERN BROOKLYN,11229, Erik,Schmid
7036,null,bronx,HIGH BRIDGE AND MORRISANIA,10451, Leon,Winkler
7038,null,bronx,SOUTHEAST BRONX,10465, Sebastian,Barth
7039,2002-06-22,staten island,PORT RICHMOND,10310, Mathilda,Peters
7043,null,queens,CENTRAL QUEENS,11367, Hannes,Kuhn
7045,1998-12-26,manhattan,GREENWICH VILLAGE AND SOHO,10013, Anna,Kuhn
7050,null,queens,CENTRAL QUEENS,11366, Oskar,Albrecht
7052,null,manhattan,LOWER MANHATTAN,10007, Collin,Richter
7054,1982-04-27,brooklyn,EAST NEW YORK AND NEW LOTS,11207, Jule,Schulz
7059,2013-08-21,brooklyn,SOUTHWEST BROOKLYN,11209, Marlene,Weber
7060,2010-11-12,manhattan,LOWER MANHATTAN,10007, Luisa,Möller
7062,2000-01-01,brooklyn,NORTHWEST BROOKLYN,11201, Paula,Günther
7063,1973-02-14,queens,NORTH QUEENS,11356, Leon,Schilling
7064,1992-04-21,manhattan,CHELSEA AND CLINTON,10020, Samuel,Horn
7066,null,manhattan,UPPER EAST SIDE,10044, Helene,Krüger
7070,2000-01-01,queens,ROCKAWAYS,11694, Sofia,Hoffmann
7074,2008-11-12,manhattan,LOWER MANHATTAN,10005, Pascal,Schütz
7075,null,queens,WEST QUEENS,11370, Marie,Baumann
7077,null,manhattan,UPPER EAST SIDE,10028, Katharina,Kuhn
7078,null,queens,JAMAICA,11412, Nora,Wagner
7081,null,queens,CENTRAL QUEENS,11366, Clara,Simon
7082,2013-12-26,bronx,NORTHEAST BRONX,10469, Niklas,Maier
7083,null,queens,SOUTHEAST QUEENS,11005, Theo,Graf
7084,1999-01-01,queens,NORTH QUEENS,11354, Jakob,Günther
7086,null,queens,CENTRAL QUEENS,11365, Niklas,Möller
7087,2000-01-01,queens,SOUTHEAST QUEENS,11004, Julian,Sauer
7089,1993-01-20,brooklyn,SOUTHWEST BROOKLYN,11209, Nico,Sauer
7091,null,manhattan,LOWER MANHATTAN,10006, Amelie,Lorenz
7093,null,queens,WEST QUEENS,11377, Tim,Schmidt
7094,null,queens,SOUTHWEST QUEENS,11416, Elisa,Kaiser
7095,2007-08-23,queens,SOUTHEAST QUEENS,11411, Sarah,Krämer
7096,1981-04-23,manhattan,UPPER EAST SIDE,10065, Pauline,Schwarz
7097,null,brooklyn,BOROUGH PARK,11204, Paula,Schmid
7099,2000-01-01,brooklyn,BUSHWICK AND WILLIAMSBURG,11206, Clara,Frank
7100,2000-03-05,bronx,HUNTS POINT AND MOTT HAVEN,10455, Johanna,Köhler
7102,null,bronx,HUNTS POINT AND MOTT HAVEN,10459, Helene,Kaiser
7103,null,manhattan,LOWER MANHATTAN,10006, Julian,Lange
7105,null,brooklyn,CANARSIE AND FLATLANDS,11236, Fabian,Fuchs
7108,null,staten island,STAPLETON AND ST. GEORGE,10305, Julian,Scholz
7110,null,queens,ROCKAWAYS,11691, Luis,Martens
7113,null,brooklyn,BUSHWICK AND WILLIAMSBURG,11206, Finn,Huber
7115,null,brooklyn,CENTRAL BROOKLYN,11213, Nele,Heinrichs
7117,2013-07-27,bronx,BRONX PARK AND FORDHAM,10468, Jule,Pohl
7120,1999-01-01,brooklyn,NORTHWEST BROOKLYN,11215, Ruben,Paul
7121,2010-11-12,manhattan,LOWER MANHATTAN,10006, Laurin,Voigt
7122,null,queens,NORTHEAST QUEENS,11363, Mia,Wirth
7123,2015-02-16,bronx,BRONX PARK AND FORDHAM,10458, Vincent,Ludwig
7124,2005-12-07,queens,ROCKAWAYS,11694, Clara,Schilling
7130,2000-01-01,manhattan,UPPER WEST SIDE,10025, Emil,Lange
7131,null,brooklyn,CANARSIE AND FLATLANDS,11236, Paula,Wagner
7134,1981-07-21,queens,ROCKAWAYS,11692, Greta,Horn
7135,null,bronx,SOUTHEAST BRONX,10465, Alexander,Keller
7137,null,manhattan,UPPER WEST SIDE,10024, Malte,Freitag
7139,null,brooklyn,SUNSET PARK,11232, Lina,Böhm
7142,2000-01-01,bronx,NORTHEAST BRONX,10466, Finn,Paul
7143,null,queens,SOUTHWEST QUEENS,11419, Marlene,Michel
7148,2000-01-01,manhattan,UPPER EAST SIDE,10128, Collin,Arnold
7149,2003-11-04,brooklyn,NORTHWEST BROOKLYN,11217, Jule,Wirth
7150,2000-01-01,manhattan,CHELSEA AND CLINTON,10018, Johannes,Otto
7151,null,queens,NORTH QUEENS,11355, Greta,Maier
7154,null,manhattan,CENTRAL HARLEM,10030, Nele,Simon
7156,1999-01-01,brooklyn,BOROUGH PARK,11219, Finn,Günther
7162,2000-01-01,manhattan,UPPER EAST SIDE,10128, Leon,Adam
7163,null,queens,JAMAICA,11432, Alexander,Köhler
7166,2000-01-01,queens,WEST CENTRAL QUEENS,11375, Moritz,Voigt
7168,2000-01-01,brooklyn,SUNSET PARK,11220, Johannes,Scholten
7169,2000-01-01,queens,NORTHEAST QUEENS,11361, Finn,Möller
7170,1992-11-01,queens,WEST QUEENS,11372, Pauline,Maier
7173,1992-01-13,brooklyn,CENTRAL BROOKLYN,11238, Charlotte,Fuchs
7174,null,queens,WEST CENTRAL QUEENS,11374, Marie,Frank
7175,2014-04-05,queens,ROCKAWAYS,11692, Tim,Möller
7176,null,bronx,SOUTHEAST BRONX,10461, Emma,Engel
7178,null,bronx,NORTHEAST BRONX,10469, Mia,Hahn
7179,null,queens,NORTHEAST QUEENS,11364, Ruben,Heinrichs
7182,2000-01-01,queens,ROCKAWAYS,11692, Johanna,Walter
7183,2000-01-01,brooklyn,SOUTHWEST BROOKLYN,11214, Marco,Weiß
7184,2000-02-05,bronx,BRONX PARK AND FORDHAM,10468, Nico,Bauer
7186,2010-11-12,queens,SOUTHEAST QUEENS,11428, Felix,Dietrich
7187,null,brooklyn,CANARSIE AND FLATLANDS,11239, Ben,Groß
7189,2000-01-01,queens,SOUTHWEST QUEENS,11418, Florian,Böhm
7191,1999-06-07,queens,JAMAICA,11412, Tim,Winkler
7193,2006-05-20,queens,NORTHEAST QUEENS,11362, Greta,Stark
7194,2000-01-01,bronx,SOUTHEAST BRONX,10464, Lisa,Barth
7196,2010-11-12,queens,NORTHWEST QUEENS,11105, Lennard,Ludwig
7199,null,manhattan,GRAMERCY PARK AND MURRAY HILL,10017, Finn,Scholz
7200,null,brooklyn,CANARSIE AND FLATLANDS,11234, Nils,Böhm
7202,null,brooklyn,SOUTHWEST BROOKLYN,11214, Jonathan,Hartmann
7204,1982-07-07,brooklyn,FLATBUSH,11210, Timo,Vogel
7205,null,queens,NORTHWEST QUEENS,11101, Leni,Langer
7207,2000-01-01,queens,SOUTHEAST QUEENS,11413, Timo,Zimmermann
7208,2000-01-01,manhattan,EAST HARLEM,10035, Pascal,Lang
7211,2002-02-19,bronx,HUNTS POINT AND MOTT HAVEN,10454, Dominik,Roth
7213,2009-08-23,queens,SOUTHEAST QUEENS,11428, Oskar,Paul
7214,2014-04-03,brooklyn,CANARSIE AND FLATLANDS,11236, Leon,Groß
7215,2000-01-01,queens,SOUTHWEST QUEENS,11419, Tom,Werner
7216,2000-01-01,bronx,HUNTS POINT AND MOTT HAVEN,10459, Melina,Reuter
7218,2000-01-01,manhattan,INWOOD AND WASHINGTON HEIGHTS,10033, Luca,Lange
7222,null,queens,NORTHWEST QUEENS,11106, Ella,Schäfer
7227,null,staten island,SOUTH SHORE,10308, Elias,Hartmann
7228,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10010, Emilia,Kühn
7229,2000-01-01,brooklyn,SOUTHERN BROOKLYN,11223, Anna,Schmid
7230,2000-01-01,manhattan,UPPER EAST SIDE,10128, Ruben,Hahn
7232,2009-08-18,queens,ROCKAWAYS,11695, Lisa,Freitag
7233,2014-12-13,queens,SOUTHEAST QUEENS,11005, Pauline,Reuter
7237,null,bronx,HUNTS POINT AND MOTT HAVEN,10454, Jonathan,Winkler
7239,2000-01-01,queens,SOUTHWEST QUEENS,11414, Lotta,Graf
7240,null,queens,NORTHWEST QUEENS,11102, Tim,Klein
7243,null,brooklyn,CANARSIE AND FLATLANDS,11234, Tobias,Reuter
7249,2000-01-01,bronx,HIGH BRIDGE AND MORRISANIA,10456, Mathilda,Kaiser
7251,null,bronx,HIGH BRIDGE AND MORRISANIA,10451, Levi,Werner
7255,2000-01-01,staten island,PORT RICHMOND,10310, Nils,Huber
7256,2010-11-12,manhattan,LOWER MANHATTAN,10007, Hanna,Hartmann
7257,2000-01-01,manhattan,GREENWICH VILLAGE AND SOHO,10012, Paul,Hartmann
7259,2000-01-01,bronx,BRONX PARK AND FORDHAM,10468, Ella,Schneider
7260,2000-01-01,bronx,SOUTHEAST BRONX,10473, Sebastian,Köhler
7262,1990-05-20,queens,SOUTHWEST QUEENS,11418, Frieda,Richter
7263,2000-01-01,staten island,PORT RICHMOND,10310, Laurin,Walter
7264,null,manhattan,CENTRAL HARLEM,10037, Adrian,Keller
7267,null,manhattan,INWOOD AND WASHINGTON HEIGHTS,10040, Niklas,Lehmann
7268,2000-01-01,brooklyn,CANARSIE AND FLATLANDS,11239, Felix,Schmid
7271,null,manhattan,LOWER EAST SIDE,10009, Lara,Albrecht
7272,null,bronx,HIGH BRIDGE AND MORRISANIA,10452, Collin,Lehmann
7273,2013-01-17,brooklyn,BOROUGH PARK,11230, Ruben,Seidel
7274,2014-12-22,brooklyn,NORTHWEST BROOKLYN,11215, Johanna,Bauer
7275,null,brooklyn,FLATBUSH,11210, Alina,Schuster
7276,2001-11-26,manhattan,LOWER MANHATTAN,10005, Jakob,Dietz
7278,null,bronx,NORTHEAST BRONX,10470, Emilia,Voelker
7281,null,bronx,SOUTHEAST BRONX,10472, Anna,Voigt
7286,null,bronx,NORTHEAST BRONX,10469, Greta,Busch
7288,2010-08-09,queens,NORTH QUEENS,11354, Laurin,Kuhnert
7289,2010-11-12,queens,WEST QUEENS,11377, Fabian,Frank
7290,2000-01-01,manhattan,EAST HARLEM,10035, Sebastian,Zimmermann
7291,null,manhattan,LOWER MANHATTAN,10280, Paula,Schulz
7294,null,queens,SOUTHEAST QUEENS,11413, Leon,Krüger
7297,null,manhattan,UPPER EAST SIDE,10028, Noah,Peters
7298,null,queens,SOUTHEAST QUEENS,11413, Sebastian,Bauer
7300,1997-01-01,bronx,SOUTHEAST BRONX,10462, Amelie,Schmitt
7302,2014-04-20,queens,NORTHWEST QUEENS,11103, Ronja,Martens
7304,null,queens,SOUTHEAST QUEENS,11428, Florian,Busch
7305,null,bronx,CENTRAL BRONX,10453, Lea,Hartmann
7307,null,manhattan,UPPER EAST SIDE,10075, Elias,Köhler
7308,null,queens,JAMAICA,11412, Clara,Scholz
7309,2000-01-01,brooklyn,BUSHWICK AND WILLIAMSBURG,11221, Erik,Scholten
7310,2010-11-12,manhattan,UPPER WEST SIDE,10025, Laurin,Brandt
7316,null,manhattan,LOWER EAST SIDE,10003, Finn,Lorenz
7317,null,brooklyn,CANARSIE AND FLATLANDS,11236, Melina,Adam
7318,2013-11-12,queens,WEST QUEENS,11378, Florian,Baumann
7321,1978-05-17,bronx,HIGH BRIDGE AND MORRISANIA,10451, Katharina,Meyer
7323,null,staten island,PORT RICHMOND,10310, Greta,Huber
7325,null,bronx,SOUTHEAST BRONX,10462, Aaron,Winkler
7326,2010-11-12,queens,CENTRAL QUEENS,11366, Theo,Krämer
7329,2000-01-01,manhattan,CENTRAL HARLEM,10037, Laurin,Scholten
7330,2012-12-12,manhattan,UPPER EAST SIDE,10128, Levi,Brandt
7332,2000-01-01,queens,NORTH QUEENS,11359, Hanna,Schneider
7333,null,queens,NORTHEAST QUEENS,11363, Paul,Hoffmann
7335,null,bronx,HIGH BRIDGE AND MORRISANIA,10456, Elias,Schilling
7336,null,brooklyn,SOUTHERN BROOKLYN,11229, Peer,Huber
7337,2000-01-01,queens,WEST QUEENS,11368, Lennard,Kopp
7338,null,manhattan,CHELSEA AND CLINTON,10018, Hannes,Schröter
7343,null,brooklyn,SOUTHERN BROOKLYN,11223, Alina,Arnold
7345,null,manhattan,GRAMERCY PARK AND MURRAY HILL,10016, Carlotta,Albrecht
7346,null,staten island,PORT RICHMOND,10302, David,Seidel
7348,2000-01-01,brooklyn,SUNSET PARK,11232, Moritz,Seidel
7351,1992-10-18,bronx,NORTHEAST BRONX,10470, Mathilda,Schreiber
7352,2012-05-15,queens,SOUTHWEST QUEENS,11414, Leon,Schröder
7353,null,bronx,SOUTHEAST BRONX,10464, Maxim,Pohl
7355,null,manhattan,CENTRAL HARLEM,10027, Tobias,Koch
7357,2000-01-01,queens,JAMAICA,11435, Mats,Huber
7358,2000-01-01,manhattan,UPPER EAST SIDE,10075, Julian,Barth
7359,2000-01-01,manhattan,GRAMERCY PARK AND MURRAY HILL,10016, Elisa,Schmitt
7361,null,brooklyn,FLATBUSH,11203, Niklas,Schilling
7362,1992-08-25,queens,SOUTHEAST QUEENS,11427, Julian,Ziegler
7364,1999-01-01,brooklyn,CANARSIE AND FLATLANDS,11236, Clara,Scholten
7366,1994-10-08,queens,NORTHWEST QUEENS,11104, Adrian,Horn
7369,2013-03-19,brooklyn,SOUTHWEST BROOKLYN,11214, Tim,Neumann
7372,null,queens,NORTHWEST QUEENS,11103, Vincent,Groß
7375,null,queens,NORTH QUEENS,11360, Lennard,Lehmann
7376,null,manhattan,GRAMERCY PARK AND MURRAY HILL,10010, Samuel,Schütz
7378,2006-07-11,manhattan,UPPER WEST SIDE,10024, Philipp,Förster
7380,2000-01-01,manhattan,LOWER MANHATTAN,10005, Katharina,Förster
7383,1999-01-01,brooklyn,CENTRAL BROOKLYN,11238, Maxim,Kuhn
7385,null,manhattan,LOWER EAST SIDE,10009, Lina,Förster
7386,2011-06-12,manhattan,INWOOD AND WASHINGTON HEIGHTS,10032, Jonathan,Klein
7388,null,bronx,BRONX PARK AND FORDHAM,10467, Melina,Graf
7389,2005-05-16,manhattan,UPPER EAST SIDE,10021, Hanna,Koch
7394,null,brooklyn,NORTHWEST BROOKLYN,11205, Jule,Meyer
7396,null,manhattan,GREENWICH VILLAGE AND SOHO,10012, Lisa,Krüger
7398,1999-01-01,queens,JAMAICA,11433, Luisa,Schmidt
7399,2003-04-08,brooklyn,SOUTHERN BROOKLYN,11224, Sarah,Kuhnert
7400,1999-04-12,queens,SOUTHEAST QUEENS,11429, Nora,Adam
7401,1996-08-25,brooklyn,GREENPOINT,11211, Ole,Köhler
7402,2000-01-01,manhattan,LOWER MANHATTAN,10007, Luis,Schröder
7403,null,queens,ROCKAWAYS,11692, Greta,Köhler
7404,null,manhattan,INWOOD AND WASHINGTON HEIGHTS,10034, Tobias,Keller
7405,2000-01-01,queens,NORTHEAST QUEENS,11361, Pascal,Beck
7406,null,queens,NORTH QUEENS,11354, Antonia,Albrecht
7407,null,queens,SOUTHWEST QUEENS,11418, Johannes,Sauer
7408,2000-01-01,queens,JAMAICA,11433, Emilia,Stark
7414,null,bronx,SOUTHEAST BRONX,10472, Moritz,Schilling
7416,null,queens,WEST CENTRAL QUEENS,11374, Mathilda,Baumann
7417,1996-04-16,brooklyn,CENTRAL BROOKLYN,11213, Jonathan,Stark
7418,2015-10-01,queens,SOUTHWEST QUEENS,11416, Johannes,Dietrich
